Id	Fontes	Ref_Cit
307891245	Nicholson 2019	JOURNAL OF BIOMECHANICS,MEDICAL ENGINEERING & PHYSICS,MEDICAL ENGINEERING & PHYSICS,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,HUMAN MOVEMENT SCIENCE,JOURNAL OF BIOMECHANICS,ANNALS OF BIOMEDICAL ENGINEERING,ORTHOPEDICS,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,JOURNAL OF SHOULDER AND ELBOW SURGERY,PHYSICAL THERAPY,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS
307890812	Parel 2012	JOURNAL OF BIOMECHANICS,GAIT & POSTURE,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,GAIT & POSTURE,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,GAIT & POSTURE,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,CLINICAL BIOMECHANICS,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,PHYSICAL THERAPY,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,CLINICAL BIOMECHANICS,JOURNAL OF ORTHOPAEDIC RESEARCH
307890694	Parel 2014	JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,GAIT & POSTURE,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF SHOULDER AND ELBOW SURGERY,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,CLINICAL BIOMECHANICS,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,GAIT & POSTURE,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,JOURNAL OF BIOMECHANICS,JOURNAL OF SHOULDER AND ELBOW SURGERY,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,ANNALS OF THE RHEUMATIC DISEASES,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF BIOMECHANICS,PHYSICAL THERAPY
307891273	Plummer 2018	MANUAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF SPORT REHABILITATION,CHINESE JOURNAL OF PHYSIOLOGY,JOURNAL OF ATHLETIC TRAINING,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,CLINICAL BIOMECHANICS,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS
307891419	Prinold 2011	JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,BRITISH JOURNAL OF SPORTS MEDICINE,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,GAIT & POSTURE,JOURNAL OF REHABILITATION MEDICINE,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF ORTHOPAEDIC SCIENCE,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,JOURNAL OF BIOMECHANICS,AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,CLINICAL BIOMECHANICS
307890781	Prinold 2013	JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT,JOURNAL OF SCIENCE AND MEDICINE IN SPORT,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,BRITISH JOURNAL OF SPORTS MEDICINE,JOURNAL OF BIOMECHANICS,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF SHOULDER AND ELBOW SURGERY,CLINICAL BIOMECHANICS,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF BIOMECHANICS,AMERICAN JOURNAL OF SPORTS MEDICINE,CLINICAL BIOMECHANICS,JOURNAL OF TRAUMA-INJURY INFECTION AND CRITICAL CARE,CLINICAL BIOMECHANICS,JOURNAL OF ORTHOPAEDIC SCIENCE,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,BIOLOGICAL CYBERNETICS,CURRENT ORTHOPAEDICS,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT,JOURNAL OF BIOMECHANICS,JOURNAL OF NEUROSCIENCE,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,PHYSICAL THERAPY,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS,AMERICAN JOURNAL OF SPORTS MEDICINE,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,EXPERIMENTAL BRAIN RESEARCH,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,CLINICS IN SPORTS MEDICINE,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,SCANDINAVIAN JOURNAL OF REHABILITATION MEDICINE
307890532	Richardson 2017	PLOS ONE,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF BIOMECHANICS,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,HUMAN MOVEMENT SCIENCE,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,GAIT & POSTURE,JOURNAL OF BIOMECHANICS,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,JOURNAL OF BIOMECHANICS,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,ANNALS OF BIOMEDICAL ENGINEERING,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS
307890699	Rogowski 2014	JOURNAL OF SPORTS SCIENCE AND MEDICINE,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,JOURNAL OF BIOMECHANICS,SPORTS MEDICINE AND ARTHROSCOPY REVIEW,SPORTS MEDICINE AND ARTHROSCOPY REVIEW,SPORTS MEDICINE AND ARTHROSCOPY REVIEW,SPORTS MEDICINE AND ARTHROSCOPY REVIEW,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,BRITISH JOURNAL OF SPORTS MEDICINE,JOURNAL OF SPORT REHABILITATION,GAIT & POSTURE,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,MEDICAL ENGINEERING & PHYSICS,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,JOURNAL OF ATHLETIC TRAINING,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF SHOULDER AND ELBOW SURGERY,AMERICAN JOURNAL OF SPORTS MEDICINE,JOURNAL OF BIOMECHANICS,AMERICAN JOURNAL OF SPORTS MEDICINE,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICS,JOURNAL OF ORTHOPAEDIC RESEARCH,INTERNATIONAL JOURNAL OF SPORT BIOMECHANICS,AMERICAN JOURNAL OF SPORTS MEDICINE
307891391	Roren 2013	JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,GAIT & POSTURE,JOURNAL OF BIOMECHANICS,MANUAL THERAPY,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,PHYSICAL THERAPY,GAIT & POSTURE,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,ACTA NEUROLOGICA SCANDINAVICA,CLINICAL BIOMECHANICS,ANNALS OF THE RHEUMATIC DISEASES,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,QUALITY OF LIFE RESEARCH,JOURNAL OF BIOMECHANICS,RHEUMATOLOGY,PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS,PHYSICAL THERAPY,SPORTS MEDICINE,CLINICAL BIOMECHANICS,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,JOURNAL OF ORTHOPAEDIC RESEARCH,LANCET,PSYCHOLOGICAL BULLETIN
307891348	Roren 2015	MANUAL THERAPY,FRONTIERS IN COMPUTATIONAL NEUROSCIENCE,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,JOURNAL OF BIOMECHANICS,GAIT & POSTURE,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,NONLINEAR DYNAMICS,JOURNAL OF BONE AND JOINT SURGERY-BRITISH VOLUME,JOURNAL OF SHOULDER AND ELBOW SURGERY,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,GAIT & POSTURE,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,PHYSICAL THERAPY,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,AMERICAN JOURNAL OF SPORTS MEDICINE,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,IEEE TRANSACTIONS ON ROBOTICS AND AUTOMATION,ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,ANNALS OF THE RHEUMATIC DISEASES,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,EXPERIMENTAL BRAIN RESEARCH,JOURNAL OF BIOMECHANICS,PHYSICAL THERAPY,JOURNAL OF BIOMECHANICS,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,CLINICAL BIOMECHANICS,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,AMERICAN JOURNAL OF ROENTGENOLOGY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF BIOMECHANICS,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,PHYSICAL THERAPY,INVESTIGATIVE RADIOLOGY,JOURNAL OF BIOMECHANICS
307891219	Ruiz Ibán 2020	PHYSICAL THERAPY,HUMAN MOVEMENT SCIENCE,ORTHOPAEDICS & TRAUMATOLOGY-SURGERY & RESEARCH,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,BRITISH JOURNAL OF SPORTS MEDICINE,KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,JOURNAL OF BIOMECHANICS,JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,HUMAN MOVEMENT SCIENCE,GAIT & POSTURE,GAIT & POSTURE,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,GAIT & POSTURE,JOURNAL OF BIOMECHANICS,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC RESEARCH
307890841	Shaheen 2011’	ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,GAIT & POSTURE,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS
307890843	Shaheen 2011’’	ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,GAIT & POSTURE,JOURNAL OF BIOMECHANICS,JOURNAL OF ORTHOPAEDIC SCIENCE,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,PHYSICAL THERAPY,CLINICAL BIOMECHANICS,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS
307890924	Teece 2008	JOURNAL OF ORTHOPAEDIC RESEARCH,JOURNAL OF BIOMECHANICS,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,AMERICAN JOURNAL OF SPORTS MEDICINE,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF SHOULDER AND ELBOW SURGERY,PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,SPORTS MEDICINE,JOURNAL OF BONE AND JOINT SURGERY-BRITISH VOLUME,AMERICAN JOURNAL OF SPORTS MEDICINE,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,AMERICAN JOURNAL OF SPORTS MEDICINE
307891512	Thigpen 2005	JOURNAL OF ORTHOPAEDIC RESEARCH,CLINICAL BIOMECHANICS,GAIT AND POSTURE,JOURNAL OF ORTHOPAEDIC RESEARCH,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,JOURNAL OF ORTHOPAEDIC AND SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,J BONE JOINT SURG,STANDARDIZATION OF JOINT ROTATION,JOURNAL OF ORTHOPAEDIC RESEARCH,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICAL ENGINEERING,MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC AND SPORTS PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC AND SPORTS PHYSICAL THERAPY,JOURNAL OF SHOULDER AND ELBOW SURGERY,CLINICAL BIOMECHANICS,PROCEEDINGS OF THE FIRST CONFERENCE OF THE INTERNATIONAL SHOULDER GROUP,JOURNAL OF BIOMECHANICS,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF ORTHOPAEDIC RESEARCH
307891357	van den Noort 2014	MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,JOURNAL OF BIOMECHANICS,JOURNAL OF SPORT REHABILITATION,JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,GAIT & POSTURE,JOURNAL OF BIOMECHANICS,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,JOURNAL OF BIOMECHANICS,BRITISH JOURNAL OF SPORTS MEDICINE,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,GAIT & POSTURE,GAIT & POSTURE,JOURNAL OF ATHLETIC TRAINING,JOURNAL OF ATHLETIC TRAINING,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,GAIT & POSTURE,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,GAIT & POSTURE,MEDICAL ENGINEERING & PHYSICS,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF CLINICAL EPIDEMIOLOGY,PHYSICAL THERAPY,JOURNAL OF BIOMECHANICS,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,2005 27TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY, VOLS 1-7,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,CLINICAL BIOMECHANICS,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH
307891351	Vanezis 2015	JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,RESEARCH IN DEVELOPMENTAL DISABILITIES,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,GAIT & POSTURE,GAIT & POSTURE,GAIT & POSTURE,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,GAIT & POSTURE,GAIT & POSTURE,GAIT & POSTURE,CLINICAL BIOMECHANICS,GAIT & POSTURE,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,JOURNAL OF BIOMECHANICS,JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,CLINICAL BIOMECHANICS,GAIT & POSTURE,PEDIATRIC RESEARCH,JOURNAL OF BIOMECHANICS,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,JOURNAL OF BIOMECHANICS,GAIT & POSTURE,JOURNAL OF ORTHOPAEDIC RESEARCH
307891344	Warner 2015	BRITISH JOURNAL OF SPORTS MEDICINE,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF SPORT REHABILITATION,HUMAN MOVEMENT SCIENCE,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,GAIT & POSTURE,CLINICAL BIOMECHANICS,JOURNAL OF SHOULDER AND ELBOW SURGERY,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,JOURNAL OF ATHLETIC TRAINING,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICS,JOURNAL OF ORTHOPAEDIC SCIENCE,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,GAIT & POSTURE,PHYSICAL THERAPY,JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,PHYSICAL THERAPY,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,CLINICAL BIOMECHANICS,JOURNAL OF ORTHOPAEDIC RESEARCH,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,ACTA ORTHOPAEDICA SCANDINAVICA,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME
307891234	Wolf 2019	SENSORS,GAIT & POSTURE,MANUAL THERAPY,JOURNAL OF BIOMECHANICS,SENSORS,JOURNAL OF OCCUPATIONAL MEDICINE AND TOXICOLOGY,PHYSIOTHERAPY,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,CLINICAL RHEUMATOLOGY,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,GAIT & POSTURE,JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,JOURNAL OF SHOULDER AND ELBOW SURGERY,JOURNAL OF REHABILITATION MEDICINE,JOURNAL OF SHOULDER AND ELBOW SURGERY,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,GAIT & POSTURE,JOURNAL OF BIOMECHANICS,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH
307891209	Yildiz 2020	CLINICAL BIOMECHANICS,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF SHOULDER AND ELBOW SURGERY,BRITISH JOURNAL OF SPORTS MEDICINE,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,MANUAL THERAPY,JOURNAL OF APPLIED BIOMECHANICS,JOURNAL OF BIOMECHANICS,HUMAN MOVEMENT SCIENCE,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,JOURNAL OF REHABILITATION MEDICINE,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF BIOMECHANICS,AMERICAN JOURNAL OF SPORTS MEDICINE,JOURNAL OF BIOMECHANICS,HEALTH AND QUALITY OF LIFE OUTCOMES,PHYSICAL THERAPY,CLINICAL BIOMECHANICS,JOURNAL OF BIOMECHANICS,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,EXERCISE AND SPORT SCIENCES REVIEWS,JOURNAL OF SHOULDER AND ELBOW SURGERY,ANNALS OF INTERNAL MEDICINE,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,QUALITY OF LIFE RESEARCH,PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC RESEARCH
